T   P   el   H   H2   He   C2H2   CH4   CO   CO2   H2O   H2S   HCN   K   Na   NH3   PH3   TiO   VO   Fe   Fe+   Mg   Ca   Ti   Ti+   V   C   Cr   Ni   Mn   Ca+   Li   OH
1.200000E+03   1.000000E+00   4.194486E-10   5.773111E-05   8.537460E-01   1.453942E-01   1.050448E-20   3.725376E-14   4.596485E-04   1.279290E-07   3.238547E-04   1.530312E-05   1.645422E-13   1.801607E-07   2.962115E-06   1.169343E-11   9.336725E-13   4.672850E-08   1.886283E-09   4.923662E-05   4.049580E-22   5.920446E-05   3.446842E-06   1.477825E-12   4.336917E-25   3.751907E-12   1.997414E-25   7.398194E-07   2.823344E-06   5.397149E-07   1.044821E-15   3.253671E-09   2.448091E-10
1.100000E+03   1.000000E+00   5.464019E-11   7.563834E-06   8.537918E-01   1.453977E-01   1.629184E-20   2.936509E-13   4.596139E-04   1.739289E-07   3.245974E-04   1.534552E-05   1.685410E-13   1.744176E-07   2.948528E-06   1.940449E-11   2.144887E-12   2.103813E-08   7.503835E-10   4.923548E-05   2.417377E-24   5.920579E-05   3.333974E-06   1.319047E-13   5.771046E-28   3.901036E-13   9.788442E-28   7.241499E-07   2.817489E-06   5.396945E-07   2.877912E-17   3.253755E-09   1.799518E-11
1.000000E+03   1.000000E+00   4.850045E-12   6.638247E-07   8.537989E-01   1.453982E-01   2.757215E-20   3.464820E-12   4.595362E-04   2.531990E-07   3.245366E-04   1.476885E-05   1.734302E-13   1.721285E-07   2.946599E-06   3.544469E-11   1.718143E-12   6.860944E-09   2.309934E-10   4.923229E-05   5.229616E-27   5.920497E-05   2.931292E-06   6.339789E-15   1.798789E-31   2.439429E-14   1.656267E-30   6.920434E-07   2.807010E-06   5.396486E-07   3.561343E-19   3.253768E-09   7.874469E-13
9.000000E+02   1.000000E+00   2.510014E-13   3.417737E-08   8.538031E-01   1.453985E-01   5.282227E-20   7.004408E-11   4.593881E-04   4.020835E-07   3.216481E-04   1.377943E-05   1.800947E-13   1.689273E-07   2.944826E-06   7.335899E-11   1.393175E-13   1.593744E-09   5.284561E-11   4.921540E-05   0.000000E+00   5.919898E-05   8.065328E-07   1.451455E-16   0.000000E+00   8.082544E-16   6.829990E-34   6.218953E-07   2.785537E-06   5.395778E-07   0.000000E+00   3.253776E-09   1.716291E-14
8.000000E+02   1.000000E+00   5.079976E-15   8.462066E-10   8.538074E-01   1.453988E-01   1.167202E-19   2.914255E-09   4.590593E-04   7.289914E-07   3.185461E-04   1.246830E-05   1.867825E-13   1.262010E-07   2.870995E-06   1.797016E-10   5.365612E-15   2.447629E-10   8.127437E-12   4.836971E-05   0.000000E+00   5.905554E-05   9.338645E-09   1.226955E-18   0.000000E+00   1.109143E-17   3.991561E-38   4.722513E-07   2.734720E-06   5.394613E-07   0.000000E+00   3.253783E-09   1.454112E-16
7.000000E+02   1.000000E+00   1.366799E-17   7.375496E-12   8.538750E-01   1.454043E-01   5.039876E-19   4.263138E-07   4.581201E-04   1.262142E-06   2.485810E-04   9.601934E-06   2.441592E-13   5.474201E-08   2.630010E-06   5.574461E-10   1.092614E-16   2.712410E-11   9.053250E-13   1.362400E-05   0.000000E+00   4.951047E-05   2.617707E-11   3.899502E-21   0.000000E+00   6.652051E-20   1.769522E-43   2.351155E-07   2.611216E-06   5.392707E-07   0.000000E+00   3.253930E-09   2.585567E-19
6.000000E+02   1.000000E+00   1.546927E-21   1.346115E-14   8.538332E-01   1.454614E-01   8.596405E-19   1.546342E-04   3.029938E-04   2.361031E-06   2.355552E-04   7.253071E-06   1.717428E-13   4.220123E-08   2.566833E-06   2.444808E-09   3.673916E-19   1.067275E-12   3.575115E-14   1.366440E-08   0.000000E+00   4.625346E-07   5.683575E-15   1.058520E-24   0.000000E+00   4.258596E-23   7.341440E-51   5.508848E-08   2.214913E-06   5.389604E-07   0.000000E+00   3.254848E-09   7.285083E-23
5.000000E+02   1.000000E+00   3.413223E-27   2.021915E-18   8.534434E-01   1.455507E-01   1.264254E-24   4.598804E-04   3.605002E-07   3.082913E-08   5.369880E-04   7.732954E-06   8.745813E-17   2.447609E-08   8.952502E-07   1.841574E-08   2.868720E-23   4.515790E-15   1.511473E-16   1.205419E-13   0.000000E+00   1.189638E-11   9.318760E-21   2.418309E-30   0.000000E+00   3.286039E-28   3.261653E-64   4.946349E-09   9.447692E-07   5.380114E-07   0.000000E+00   3.256870E-09   1.639699E-27

4.641589E-01

5.000000E+03   4.641589E-01   1.613748E-03   9.199634E-01   9.451463E-08   7.842273E-02   6.973024E-27   1.068419E-34   3.407446E-09   4.151905E-20   1.053232E-17   3.844403E-21   3.484542E-19   3.258104E-14   3.141187E-12   1.834940E-27   2.301918E-32   1.648272E-20   3.871602E-22   9.163671E-09   2.649967E-05   5.223871E-09   9.188692E-12   1.900695E-12   7.823122E-08   3.865239E-13   1.549778E-04   2.498839E-11   4.866575E-12   4.775300E-11   1.876673E-06   1.751421E-09   9.413545E-11
4.900000E+03   4.641589E-01   1.163053E-03   9.204130E-01   1.188805E-07   7.842381E-02   1.827079E-26   2.694908E-34   6.320112E-09   9.959645E-20   1.707297E-17   6.564947E-21   7.111620E-19   3.012284E-14   3.030825E-12   3.367500E-27   4.585569E-32   2.436335E-20   5.637671E-22   1.004844E-08   2.651070E-05   5.676509E-09   9.241025E-12   1.974262E-12   7.826630E-08   4.025233E-13   1.667640E-04   2.592678E-11   5.321058E-12   5.150103E-11   1.877516E-06   1.752208E-09   1.181694E-10
4.800000E+03   4.641589E-01   8.328740E-04   9.207421E-01   1.508934E-07   7.842482E-02   4.860910E-26   6.966519E-34   1.187583E-08   2.445805E-19   2.820839E-17   1.137363E-20   1.475960E-18   2.794567E-14   2.938395E-12   6.328652E-27   9.373678E-32   3.679803E-20   8.383959E-22   1.112888E-08   2.651835E-05   6.225700E-09   9.354173E-12   2.066771E-12   7.829198E-08   4.223750E-13   1.778266E-04   2.709723E-11   5.869662E-12   5.603408E-11   1.878134E-06   1.752785E-09   1.496356E-10
4.700000E+03   4.641589E-01   5.942183E-04   9.209798E-01   1.934086E-07   7.842576E-02   1.316584E-25   1.850643E-33   2.264388E-08   6.163336E-19   4.757143E-17   1.999771E-20   3.121147E-18   2.610112E-14   2.872263E-12   1.220189E-26   1.970869E-31   5.705279E-20   1.279086E-21   1.249422E-08   2.652330E-05   6.916413E-09   9.562978E-12   2.188279E-12   7.831049E-08   4.481397E-13   1.879436E-04   2.862794E-11   6.556208E-12   6.172568E-11   1.878581E-06   1.753203E-09   1.912697E-10
4.600000E+03   4.641589E-01   4.243179E-04   9.211488E-01   2.505185E-07   7.842662E-02   3.641973E-25   5.067325E-33   4.389556E-08   1.598126E-18   8.200822E-17   3.569087E-20   6.740273E-18   2.467226E-14   2.845968E-12   2.418189E-26   4.272937E-31   9.140250E-20   2.015066E-21   1.429786E-08   2.652600E-05   7.826086E-09   9.926066E-12   2.356013E-12   7.832360E-08   4.833544E-13   1.969480E-04   3.073838E-11   7.456237E-12   6.921961E-11   1.878899E-06   1.753500E-09   2.469735E-10
4.500000E+03   4.641589E-01   3.055547E-04   9.212667E-01   3.281645E-07   7.842735E-02   1.032624E-24   1.434898E-32   8.669716E-08   4.276694E-18   1.447412E-16   6.464615E-20   1.490261E-17   2.379832E-14   2.882455E-12   4.936129E-26   9.574607E-31   1.527834E-19   3.309760E-21   1.681946E-08   2.652662E-05   9.095793E-09   1.054679E-11   2.600947E-12   7.833265E-08   5.343866E-13   2.047259E-04   3.382254E-11   8.707535E-12   7.968743E-11   1.879121E-06   1.753708E-09   3.223806E-10
4.400000E+03   4.641589E-01   2.245295E-04   9.213469E-01   4.350933E-07   7.842800E-02   3.012251E-24   4.216606E-32   1.748528E-07   1.184849E-17   2.619798E-16   1.186968E-19   3.382405E-17   2.372138E-14   3.022370E-12   1.040070E-25   2.219414E-30   2.702497E-19   5.748094E-21   2.059983E-08   2.652499E-05   1.099733E-08   1.161541E-11   2.981489E-12   7.833862E-08   6.132490E-13   2.111930E-04   3.862144E-11   1.057598E-11   9.537870E-11   1.879273E-06   1.753850E-09   4.257279E-10
4.300000E+03   4.641589E-01   1.712298E-04   9.213993E-01   5.843716E-07   7.842855E-02   9.072792E-24   1.290436E-31   3.608687E-07   3.408732E-17   4.871150E-16   2.202524E-19   7.901657E-17   2.487067E-14   3.339988E-12   2.267452E-25   5.303698E-30   5.157274E-19   1.076047E-20   2.674429E-08   2.652028E-05   1.408252E-08   1.349596E-11   3.612659E-12   7.834220E-08   7.435973E-13   2.162562E-04   4.658919E-11   1.360252E-11   1.208354E-10   1.879372E-06   1.753944E-09   5.692052E-10
4.200000E+03   4.641589E-01   1.381790E-04   9.214313E-01   7.958281E-07   7.842896E-02   2.830518E-23   4.127078E-31   7.635257E-07   1.021069E-16   9.320368E-16   4.107035E-19   1.904722E-16   2.799106E-14   3.970575E-12   5.127619E-25   1.290215E-29   1.085356E-18   2.219276E-20   3.759535E-08   2.651033E-05   1.950927E-08   1.689404E-11   4.725900E-12   7.834374E-08   9.729983E-13   2.197689E-04   6.063724E-11   1.892565E-11   1.655092E-10   1.879432E-06   1.754004E-09   7.710438E-10
4.100000E+03   4.641589E-01   1.194542E-04   9.214486E-01   1.100061E-06   7.842922E-02   9.170666E-23   1.383997E-30   1.658195E-06   3.190436E-16   1.838016E-15   7.647623E-19   4.748682E-16   3.426948E-14   5.146594E-12   1.206132E-24   3.123498E-29   2.556339E-18   5.117028E-20   5.811353E-08   2.649034E-05   2.969602E-08   2.313352E-11   6.777902E-12   7.834328E-08   1.395175E-12   2.214922E-04   8.647084E-11   2.893345E-11   2.489139E-10   1.879464E-06   1.754039E-09   1.058666E-09
4.000000E+03   4.641589E-01   1.098961E-04   9.214556E-01   1.545137E-06   7.842929E-02   3.089102E-22   4.880074E-30   3.695368E-06   1.039430E-15   3.739210E-15   1.420566E-18   1.226487E-15   4.538906E-14   7.234790E-12   2.959941E-24   7.384867E-29   6.706575E-18   1.312634E-19   9.848422E-08   2.645030E-05   4.952606E-08   3.454758E-11   1.062735E-11   7.834039E-08   2.185896E-12   2.209748E-04   1.347185E-10   4.847753E-11   4.098672E-10   1.879475E-06   1.754061E-09   1.473036E-09
3.900000E+03   4.641589E-01   1.051735E-04   9.214551E-01   2.208018E-06   7.842911E-02   1.076368E-21   1.809176E-29   8.405564E-06   3.505025E-15   7.840535E-15   2.651781E-18   3.277273E-15   6.364941E-14   1.079707E-11   7.603290E-24   1.710427E-28   1.916116E-17   3.662139E-19   1.792150E-07   2.636984E-05   8.867431E-08   5.512752E-11   1.785095E-11   7.833397E-08   3.666695E-12   2.170409E-04   2.246878E-10   8.725290E-11   7.240179E-10   1.879474E-06   1.754079E-09   2.072996E-09
3.800000E+03   4.641589E-01   1.022186E-04   9.214469E-01   3.214470E-06   7.842850E-02   3.793121E-21   6.991556E-29   1.915724E-05   1.193310E-14   1.685931E-14   5.030358E-18   8.969237E-15   9.237823E-14   1.672604E-11   2.051542E-23   3.960650E-28   5.797411E-17   1.080377E-18   3.417986E-07   2.620765E-05   1.665163E-07   9.184007E-11   3.139249E-11   7.832158E-08   6.435012E-12   2.066987E-04   3.920277E-10   1.649209E-10   1.340446E-09   1.879465E-06   1.754104E-09   2.933562E-09
3.700000E+03   4.641589E-01   9.905124E-05   9.214272E-01   4.774562E-06   7.842706E-02   1.276788E-20   2.745282E-28   4.189630E-05   3.874850E-14   3.672129E-14   9.791106E-18   2.446103E-14   1.364335E-13   2.645097E-11   5.836060E-23   9.365698E-28   1.803623E-16   3.271810E-18   6.695285E-07   2.588064E-05   3.220117E-07   1.569615E-10   5.680443E-11   7.829829E-08   1.161097E-11   1.843960E-04   7.031576E-10   3.218478E-10   2.554272E-09   1.879451E-06   1.754152E-09   4.124477E-09
3.600000E+03   4.641589E-01   9.430215E-05   9.213919E-01   7.247545E-06   7.842447E-02   3.715138E-20   1.045380E-27   8.207774E-05   1.100526E-13   7.971150E-14   1.969054E-17   6.328480E-14   2.023863E-13   4.216070E-11   1.756498E-22   2.296004E-27   5.601528E-16   9.872110E-18   1.321433E-06   2.522996E-05   6.315955E-07   2.715690E-10   1.043823E-10   7.825434E-08   2.125487E-11   1.453291E-04   1.279383E-09   6.403078E-10   4.935892E-09   1.879423E-06   1.754233E-09   5.680049E-09
3.500000E+03   4.641589E-01   8.715809E-05   9.213448E-01   1.126361E-05   7.842113E-02   8.337154E-20   3.659662E-27   1.356278E-04   2.569251E-13   1.724010E-13   4.112666E-17   1.465967E-13   2.984868E-13   6.706608E-11   5.606376E-22   5.893283E-27   1.717916E-15   2.934744E-17   2.571388E-06   2.398165E-05   1.238706E-06   4.708907E-10   1.928516E-10   7.817073E-08   3.907289E-11   9.458860E-05   2.337136E-09   1.286418E-09   9.544059E-09   1.879340E-06   1.754342E-09   7.686872E-09
3.400000E+03   4.641589E-01   7.761624E-05   9.212991E-01   1.795895E-05   7.841837E-02   1.320061E-19   1.131128E-26   1.869938E-04   5.050365E-13   3.854491E-13   8.960572E-17   2.893347E-13   4.352662E-13   1.059208E-10   1.894506E-21   1.595124E-26   5.364713E-15   8.858348E-17   4.808650E-06   2.174606E-05   2.397708E-06   8.145532E-10   3.565721E-10   7.801193E-08   7.176739E-11   4.831849E-05   4.264220E-09   2.599521E-09   1.825961E-08   1.879115E-06   1.754452E-09   1.060820E-08
3.300000E+03   4.641589E-01   6.622605E-05   9.212647E-01   2.944376E-05   7.841740E-02   1.404336E-19   3.025731E-26   2.221972E-04   9.152698E-13   9.463388E-13   2.045261E-16   4.670726E-13   6.254838E-13   1.655997E-10   6.693213E-21   4.580931E-26   1.804140E-14   2.869028E-16   8.360144E-06   1.819598E-05   4.504979E-06   1.404475E-09   6.589723E-10   7.771367E-08   1.314619E-10   1.911081E-05   7.753853E-09   5.281541E-09   3.410830E-08   1.878625E-06   1.754545E-09   1.565200E-08
3.200000E+03   4.641589E-01   5.364854E-05   9.212386E-01   4.976554E-05   7.841866E-02   1.042422E-19   7.174696E-26   2.393736E-04   1.663386E-12   2.644389E-12   4.912792E-16   6.053932E-13   8.798947E-13   2.547126E-10   2.391944E-20   1.404418E-25   6.715739E-14   1.023543E-15   1.300190E-05   1.355552E-05   7.982139E-06   2.404650E-09   1.211485E-09   7.716492E-08   2.387687E-10   6.099291E-06   1.396258E-08   1.074950E-08   6.072767E-08   1.877716E-06   1.754631E-09   2.502090E-08
3.100000E+03   4.641589E-01   4.091735E-05   9.212045E-01   8.696390E-05   7.842208E-02   6.142873E-20   1.617906E-25   2.455839E-04   3.141654E-12   8.319696E-12   1.248078E-15   6.390176E-13   1.205069E-12   3.835161E-10   8.262240E-20   4.626826E-25   2.714671E-13   3.939015E-15   1.772336E-05   8.835636E-06   1.288102E-05   4.071022E-09   2.202102E-09   7.617872E-08   4.266760E-10   1.674023E-06   2.468594E-08   2.181063E-08   9.992417E-08   1.876162E-06   1.754735E-09   4.257431E-08
3.000000E+03   4.641589E-01   2.944287E-05   9.211371E-01   1.576280E-04   7.842839E-02   3.219397E-20   3.696093E-25   2.474182E-04   6.207915E-12   2.885852E-11   3.372199E-15   5.678251E-13   1.615377E-12   5.686118E-10   2.709027E-19   1.649990E-24   1.167292E-12   1.597393E-14   2.148536E-05   5.076018E-06   1.852199E-05   6.854091E-09   3.964620E-09   7.442217E-08   7.495637E-10   4.103635E-07   4.275748E-08   4.425893E-08   1.485373E-07   1.873548E-06   1.754893E-09   7.589553E-08
2.900000E+03   4.641589E-01   2.033870E-05   9.209943E-01   2.974376E-04   7.844001E-02   1.582735E-20   8.849211E-25   2.479174E-04   1.284920E-11   1.094645E-10   9.751626E-15   4.440580E-13   2.164574E-12   8.483505E-10   8.635871E-19   6.421581E-24   5.353685E-12   6.811849E-14   2.396858E-05   2.596922E-06   2.376580E-05   1.173038E-08   7.162387E-09   7.123149E-08   1.305318E-09   9.083577E-08   7.297858E-08   9.113348E-08   1.983493E-07   1.868964E-06   1.755166E-09   1.408592E-07
2.800000E+03   4.641589E-01   1.394769E-05   9.206881E-01   5.866748E-04   7.846322E-02   7.475620E-21   2.265498E-24   2.480960E-04   2.782937E-11   4.534141E-10   3.039675E-14   3.192177E-13   3.011111E-12   1.323659E-09   2.781609E-18   2.752698E-23   2.651735E-11   3.066173E-13   2.540225E-05   1.171282E-06   2.773410E-05   2.121926E-08   1.320202E-08   6.518940E-08   2.271225E-09   1.816773E-08   1.231969E-07   1.937080E-07   2.402005E-07   1.860043E-06   1.755696E-09   2.711664E-07
2.700000E+03   4.641589E-01   9.889020E-06   9.200141E-01   1.214982E-03   7.851280E-02   3.468044E-21   6.327376E-24   2.482744E-04   6.272302E-11   2.045245E-09   1.029556E-13   2.188000E-13   4.551338E-12   2.262139E-09   9.357880E-18   1.313041E-22   1.398013E-10   1.420155E-12   2.613745E-05   4.531189E-07   3.017395E-05   4.237819E-08   2.454730E-08   5.375179E-08   3.860405E-09   3.279126E-09   2.002689E-07   4.174617E-07   2.684666E-07   1.840090E-06   1.756822E-09   5.387333E-07
2.600000E+03   4.641589E-01   7.355189E-06   9.184642E-01   2.653877E-03   7.862587E-02   1.575185E-21   1.943114E-23   2.486359E-04   1.480189E-10   1.014265E-08   3.823026E-13   1.451424E-13   7.630102E-12   4.324913E-09   3.369207E-17   7.046544E-22   7.262783E-10   6.319287E-12   2.647965E-05   1.494858E-07   3.138031E-05   9.413945E-08   4.194804E-08   3.571250E-08   5.903223E-09   5.247823E-10   2.907434E-07   8.091961E-07   2.834076E-07   1.791060E-06   1.759370E-09   1.115161E-06
2.500000E+03   4.641589E-01   5.593417E-06   9.147095E-01   6.136197E-03   7.889918E-02   6.540371E-22   6.394102E-23   2.495006E-04   3.805118E-10   5.763628E-08   1.570848E-12   9.093990E-14   1.393341E-11   9.086277E-09   1.319907E-16   4.298976E-21   3.410966E-09   2.632787E-11   2.667857E-05   4.326307E-08   3.193211E-05   2.217919E-07   5.747742E-08   1.701272E-08   7.596357E-09   7.160300E-11   3.603457E-07   1.215857E-06   2.902546E-07   1.669970E-06   1.765495E-09   2.477070E-06
2.400000E+03   4.641589E-01   4.233016E-06   9.051360E-01   1.501215E-02   7.959554E-02   2.409162E-22   2.227548E-22   2.517021E-04   1.089781E-09   3.821741E-07   7.198779E-12   5.336504E-14   2.726586E-11   2.061389E-08   5.667639E-16   2.996204E-20   1.367285E-08   1.075173E-10   2.694642E-05   1.119032E-08   3.235695E-05   5.119301E-07   5.735565E-08   5.343158E-09   8.459051E-09   8.203262E-12   3.984415E-07   1.449771E-06   2.947986E-07   1.396524E-06   1.781074E-09   5.924715E-06
2.300000E+03   4.641589E-01   3.140314E-06   8.799737E-01   3.833724E-02   8.142544E-02   8.236233E-23   8.268300E-22   2.574864E-04   3.439738E-09   2.858863E-06   3.681606E-11   3.019717E-14   5.730397E-11   5.035689E-08   2.635345E-15   2.344762E-19   4.019886E-08   4.442304E-10   2.757452E-05   2.593561E-09   3.314182E-05   1.027129E-06   3.558739E-08   9.389637E-10   8.505670E-09   8.003743E-13   4.211647E-07   1.561291E-06   3.021680E-07   9.251818E-07   1.822009E-09   1.481075E-05
2.200000E+03   4.641589E-01   2.345656E-06   8.162461E-01   9.739858E-02   8.605954E-02   3.096752E-23   3.328250E-21   2.721330E-04   1.115577E-08   2.102348E-05   2.052128E-10   1.811951E-14   1.367281E-10   1.372978E-07   1.249588E-14   1.894921E-18   7.151775E-08   1.659253E-09   2.914594E-05   5.225281E-10   3.503884E-05   1.638956E-06   1.311594E-08   8.412602E-11   7.328626E-09   7.284328E-14   4.495924E-07   1.671775E-06   3.195239E-07   4.244512E-07   1.925705E-09   3.442093E-05
2.100000E+03   4.641589E-01   1.850768E-06   6.817376E-01   2.220206E-01   9.583908E-02   2.386242E-23   1.708633E-20   3.030428E-04   2.694907E-08   9.732971E-05   1.154070E-09   1.589421E-14   4.008097E-10   4.199449E-07   5.238379E-14   1.367163E-17   9.103943E-08   3.886395E-09   3.246011E-05   8.835770E-11   3.902511E-05   2.164501E-06   5.035635E-09   6.396709E-12   5.270478E-09   8.727942E-15   5.018222E-07   1.866905E-06   3.558826E-07   1.334745E-07   2.144656E-09   4.979916E-05
2.000000E+03   4.641589E-01   1.354365E-06   4.818784E-01   4.072029E-01   1.103678E-01   5.309821E-23   1.135466E-19   3.489763E-04   3.734130E-08   1.993415E-04   5.812212E-09   2.395566E-14   1.259298E-09   1.088802E-06   1.636735E-13   8.374812E-17   1.070970E-07   5.715304E-09   3.738300E-05   1.386914E-11   4.494376E-05   2.610447E-06   3.198637E-09   7.413088E-13   4.316355E-09   1.690267E-15   5.779848E-07   2.150944E-06   4.098476E-07   3.598138E-08   2.469904E-09   3.296434E-05
1.900000E+03   4.641589E-01   8.010129E-07   2.833427E-01   5.911981E-01   1.248002E-01   1.400903E-22   6.158661E-19   3.946115E-04   4.152619E-08   2.614542E-04   2.467845E-08   3.870180E-14   3.556323E-09   1.914338E-06   3.632854E-13   4.021662E-16   1.217236E-07   7.286180E-09   4.227134E-05   2.089238E-12   5.082050E-05   2.982954E-06   2.319051E-09   9.876051E-14   3.695216E-09   3.333780E-16   6.533084E-07   2.432315E-06   4.634256E-07   9.460058E-09   2.792866E-09   1.439789E-05
1.800000E+03   4.641589E-01   4.111162E-07   1.413664E-01   7.227878E-01   1.351214E-01   2.805812E-22   2.417988E-18   4.272457E-04   4.556893E-08   2.939963E-04   9.211853E-08   5.290106E-14   9.534827E-09   2.511440E-06   6.223780E-13   1.534227E-15   1.312104E-07   8.648962E-09   4.576647E-05   2.601500E-13   5.502233E-05   3.237560E-06   1.474003E-09   1.031278E-14   2.736909E-09   5.038603E-17   7.068964E-07   2.633396E-06   5.017292E-07   2.166301E-09   3.023782E-09   5.309738E-06
1.700000E+03   4.641589E-01   2.153871E-07   6.110173E-02   7.971826E-01   1.409565E-01   4.453732E-22   7.883319E-18   4.456927E-04   5.081103E-08   3.099824E-04   3.245149E-07   6.262336E-14   2.786216E-08   2.812653E-06   9.185762E-13   5.088377E-15   1.342444E-07   9.411202E-09   4.774226E-05   2.184017E-14   5.739769E-05   3.379019E-06   7.949545E-10   6.662787E-16   1.674847E-09   5.547391E-18   7.368136E-07   2.747003E-06   5.233783E-07   3.583343E-10   3.154321E-09   1.716418E-06
1.600000E+03   4.641589E-01   1.159082E-07   2.304149E-02   8.324591E-01   1.437235E-01   6.249864E-22   2.461456E-17   4.544359E-04   5.774402E-08   3.170748E-04   1.109339E-06   6.818096E-14   7.716378E-08   2.922294E-06   1.270126E-12   1.523448E-14   1.310877E-07   9.230555E-09   4.867900E-05   1.220082E-15   5.852412E-05   3.445184E-06   3.651894E-10   2.621453E-17   8.374187E-10   4.376378E-19   7.504262E-07   2.800715E-06   5.336395E-07   4.288142E-11   3.216224E-09   4.803666E-07
1.500000E+03   4.641589E-01   4.812008E-08   7.525236E-03   8.468384E-01   1.448517E-01   8.393598E-22   8.150055E-17   4.579942E-04   6.709135E-08   3.198993E-04   3.420484E-06   7.128433E-14   1.362962E-07   2.955258E-06   1.735923E-12   3.780877E-14   1.214830E-07   8.019913E-09   4.906030E-05   5.618830E-17   5.898347E-05   3.471118E-06   1.408026E-10   7.656755E-19   3.359160E-10   2.391257E-20   7.550628E-07   2.822084E-06   5.378182E-07   4.678139E-12   3.241474E-09   1.134201E-07
1.400000E+03   4.641589E-01   1.463059E-08   2.085851E-03   8.518754E-01   1.452471E-01   1.130279E-21   3.071275E-16   4.592315E-04   8.010083E-08   3.210787E-04   7.945465E-06   7.329978E-14   1.684636E-07   2.964882E-06   2.422423E-12   7.519144E-14   1.040177E-07   6.012241E-09   4.919242E-05   2.000362E-18   5.914467E-05   3.477903E-06   4.344694E-11   1.493654E-20   1.041864E-10   8.510996E-22   7.551681E-07   2.828166E-06   5.392775E-07   4.457045E-13   3.250344E-09   2.183120E-08
1.300000E+03   4.641589E-01   3.428032E-09   4.748772E-04   8.533631E-01   1.453640E-01   1.561718E-21   1.391003E-15   4.595822E-04   9.910717E-08   3.224565E-04   1.257454E-05   7.483659E-14   1.792521E-07   2.966814E-06   3.523281E-12   1.546490E-13   7.772488E-08   3.750094E-09   4.922934E-05   4.633229E-20   5.919256E-05   3.474630E-06   9.857015E-12   1.524962E-22   2.369831E-11   1.799859E-23   7.525349E-07   2.827526E-06   5.397006E-07   3.208284E-14   3.252983E-09   3.275687E-09
1.200000E+03   4.641589E-01   6.170911E-10   8.473648E-05   8.537215E-01   1.453922E-01   2.264833E-21   8.028764E-15   4.596424E-04   1.278754E-07   3.237138E-04   1.487515E-05   7.640840E-14   1.806981E-07   2.964014E-06   5.427787E-12   3.704387E-13   4.674125E-08   1.886924E-09   4.923623E-05   5.935093E-22   5.920427E-05   3.458294E-06   1.478745E-12   6.360222E-25   3.754234E-12   1.998053E-25   7.469447E-07   2.824025E-06   5.397894E-07   1.536397E-15   3.253626E-09   3.592055E-10
1.100000E+03   4.641589E-01   8.061806E-11   1.110217E-05   8.537886E-01   1.453975E-01   3.510179E-21   6.326667E-14   4.596131E-04   1.739227E-07   3.245854E-04   1.523501E-05   7.823568E-14   1.756983E-07   2.951700E-06   9.007122E-12   9.164356E-13   2.103880E-08   7.504059E-10   4.923549E-05   3.532391E-24   5.920641E-05   3.378024E-06   1.319107E-13   8.433317E-28   3.901191E-13   9.788632E-28   7.360093E-07   2.818243E-06   5.397864E-07   4.260908E-17   3.253749E-09   2.641270E-11
1.000000E+03   4.641589E-01   7.148918E-12   9.743611E-07   8.537984E-01   1.453982E-01   5.932967E-21   7.460151E-13   4.595359E-04   2.533538E-07   3.247350E-04   1.475104E-05   8.044733E-14   1.724823E-07   2.947363E-06   1.645144E-11   9.410690E-13   6.857101E-09   2.308544E-10   4.923255E-05   7.640032E-27   5.920610E-05   3.088435E-06   6.333437E-15   2.625233E-31   2.436932E-14   1.655413E-30   7.131062E-07   2.808058E-06   5.397568E-07   5.481712E-19   3.253767E-09   1.156409E-12
9.000000E+02   4.641589E-01   3.746719E-13   5.016549E-08   8.538020E-01   1.453984E-01   1.129899E-20   1.503656E-11   4.593864E-04   4.035230E-07   3.228003E-04   1.379414E-05   8.329359E-14   1.711760E-07   2.948859E-06   3.405013E-11   7.790856E-14   1.588306E-09   5.265755E-11   4.922245E-05   0.000000E+00   5.920273E-05   1.302453E-06   1.444644E-16   0.000000E+00   8.044154E-16   6.813709E-34   6.607838E-07   2.787273E-06   5.397089E-07   0.000000E+00   3.253774E-09   2.525180E-14
8.000000E+02   4.641589E-01   8.161159E-15   1.242061E-09   8.538067E-01   1.453988E-01   2.503459E-20   6.264564E-10   4.590599E-04   7.306218E-07   3.192580E-04   1.247906E-05   8.650345E-14   1.381284E-07   2.897499E-06   8.341000E-11   3.007208E-15   2.442439E-10   8.109316E-12   4.882070E-05   0.000000E+00   5.913330E-05   1.976747E-08   1.220815E-18   0.000000E+00   1.103549E-17   3.981472E-38   5.374936E-07   2.738011E-06   5.396300E-07   0.000000E+00   3.253781E-09   2.139746E-16
7.000000E+02   4.641589E-01   2.702636E-17   1.082562E-11   8.538556E-01   1.454026E-01   9.260805E-20   8.481950E-08   4.583504E-04   1.368019E-06   2.692922E-04   9.986195E-06   1.046612E-13   5.891327E-08   2.660830E-06   2.587337E-10   5.448821E-17   2.504055E-11   8.356725E-13   2.076924E-05   0.000000E+00   5.368518E-05   4.988261E-11   3.452469E-21   0.000000E+00   5.889223E-20   1.665430E-43   3.016114E-07   2.613638E-06   5.395019E-07   0.000000E+00   3.253891E-09   4.033333E-19
